Código do Item,Descrição do Item,Grupo,Classe,PDM,Status,Sustentável
101117,"ÓXIDO DE CÁLCIO, OXIDO DE CALCIO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,10246: ÓXIDO DE CÁLCIO                                                                                     ,Inativo,Não
101125,"PASTA PARA ELETROENCEFALOGRAMA ( EEG ), PASTA PARA ELETROENCEFALOGRAMA ( EEG ) NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6515: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS                                                         ",10492: PASTA PARA ELETROENCEFALOGRAMA ( EEG )                                                              ,Inativo,Não
101133,"PENTANO, PENTANO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,10628: PENTANO                                                                                             ,Inativo,Não
101141,"PEPTONA, PEPTONA BACTERIOLOGICA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6550: SUBSTÂNCIAS PARA DIAGNÓSTICO IN VITRO,  REAGENTES,  CONJUNTOS E JOGOS PARA TESTE                                      ",10638: PEPTONA                                                                                             ,Inativo,Não
101150,"VANILINA, POTASSIO BICROMATO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,11113: VANILINA                                                                                            ,Inativo,Não
101168,"CITRATO DE ITRIO, POTASSIO CITRATO NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,11114: CITRATO DE ITRIO                                                                                    ,Inativo,Não
101176,"PERSULFATO DE POTÁSSIO, PERSULFATO DE POTASSIO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,10683: PERSULFATO DE POTÁSSIO                                                                              ,Inativo,Não
101184,"PROPILENOGLICOL, PROPILENOGLICOL NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,11271: PROPILENOGLICOL                                                                                     ,Inativo,Não
101192,"ÓXIDO DE GADOLÍNIO, RESORCINA NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,11693: ÓXIDO DE GADOLÍNIO                                                                                  ,Inativo,Não
10120,"PONTEIRO DE MOSTRADOR, PONTEIRO DE MOSTRADOR NOME",53: FERRAGENS E ABRASIVOS                                                                                                   ,5355: BOTÕES E PONTEIROS                                                                                                      ,11022: PONTEIRO DE MOSTRADOR                                                                               ,Ativo,Não
101206,"APIXABANA, ROSENFELD NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,11834: APIXABANA                                                                                           ,Inativo,Não
101214,"SACAROSE, SACAROSE NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,11887: SACAROSE                                                                                            ,Inativo,Não
101222,"TESTE DE SHILLER, SHILLER NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,12055: TESTE DE SHILLER                                                                                    ,Inativo,Não
101230,"TETRABORATO DE SÓDIO, TETRABORATO DE SODIO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,12701: TETRABORATO DE SÓDIO                                                                                ,Inativo,Não
101249,"ÁCIDO SINÁPICO, SOLUCAO SULFOCRONICA NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,12253: ÁCIDO SINÁPICO                                                                                      ,Inativo,Não
101257,"XANTINA, METASILICATO DE SODIO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,09694: XANTINA                                                                                             ,Inativo,Não
101265,"LAURIL SULFATO DE SÓDIO, LAURILSULFATO DE SODIO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,08738: LAURIL SULFATO DE SÓDIO                                                                             ,Inativo,Não
101273,"BISSULFATO DE SÓDIO, BISSULFATO DE SODIO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,03573: BISSULFATO DE SÓDIO                                                                                 ,Inativo,Não
101281,"HIDRÓXIDO DE SÓDIO, HIDROXIDO DE SODIO 1 NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,08239: HIDRÓXIDO DE SÓDIO                                                                                  ,Inativo,Não
101290,"METOTREXATO, SODIO SELENITE NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,12176: METOTREXATO                                                                                         ,Inativo,Não
101303,"PIRAZOSSULFUROM ETÍLICO, SOLUCAO DORNIC NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6840: PESTICIDAS E DESINFETANTES                                                                                              ,12218: PIRAZOSSULFUROM ETÍLICO                                                                             ,Inativo,Não
101311,"SULFANILAMIDA, SULFANILAMIDA NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,12317: SULFANILAMIDA                                                                                       ,Inativo,Não
101320,"SULFATO DE AMÔNIO, SULFATO DE AMONIO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,12321: SULFATO DE AMÔNIO                                                                                   ,Inativo,Não
101338,"SULFATO DE CÁLCIO, SULFATO DE CALCIO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,12325: SULFATO DE CÁLCIO                                                                                   ,Inativo,Não
101346,"SULFATO DE COBRE II, SULFATO DE COBRE NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,12327: SULFATO DE COBRE II                                                                                 ,Inativo,Não
101354,"SULFATO DE FERRO III, SULFATO DE FERRO E AMONIO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,12332: SULFATO DE FERRO III                                                                                ,Inativo,Não
101362,"SULFATO DE COBALTO, SULFATO DE COBALTO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,12326: SULFATO DE COBALTO                                                                                  ,Inativo,Não
101370,"SULFATO DE PRATA, SULFATO DE PRATA NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,12346: SULFATO DE PRATA                                                                                    ,Inativo,Não
10138,"FERRAGEM ARMÁRIO, FERRAGEM DE ARMARIO NOME",53: FERRAGENS E ABRASIVOS                                                                                                   ,5340: FERRAGENS DIVERSAS                                                                                                      ,07374: FERRAGEM ARMÁRIO                                                                                    ,Inativo,Não
101389,"SULFATO DE POTÁSSIO, SULFATO DE POTASSSIO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,12345: SULFATO DE POTÁSSIO                                                                                 ,Inativo,Não
101397,"SULFATO DE MANGANÊS, SULFATO DE MANGANES NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,12338: SULFATO DE MANGANÊS                                                                                 ,Inativo,Não
101400,"SULFATO DE ZINCO, SULFATO DE ZINCO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,12356: SULFATO DE ZINCO                                                                                    ,Inativo,Não
101419,"THIMEROSAL TINTURA, THIMEROSAL TINTURA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,12712: THIMEROSAL TINTURA                                                                                  ,Inativo,Não
101427,"IODO, TINTURA DE IODO NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,12759: IODO                                                                                                ,Inativo,Não
101435,"TIMALFASINA, TIMOLFTALEINA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,12726: TIMALFASINA                                                                                         ,Inativo,Não
101443,"TOLUENO, TOLUENO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,12804: TOLUENO                                                                                             ,Inativo,Não
101451,"TRIS(HIDROXIMETIL)AMINOMETANO, TRIS NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,12999: TRIS(HIDROXIMETIL)AMINOMETANO                                                                       ,Inativo,Não
10146,"MOLA PORTA, MOLA DE PORTA NOME",53: FERRAGENS E ABRASIVOS                                                                                                   ,5340: FERRAGENS DIVERSAS                                                                                                      ,09854: MOLA PORTA                                                                                          ,Ativo,Não
101460,"TUNGSTATO, TUNGSTATO DE SODIO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,13128: TUNGSTATO                                                                                           ,Inativo,Não
101478,"TURCK, TURCK NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,13138: TURCK                                                                                               ,Inativo,Não
101486,"DIETIL-ETOXIMETILENO MALONATO, VERMELHO DO CONGO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,13393: DIETIL-ETOXIMETILENO MALONATO                                                                       ,Inativo,Não
101494,"HEPTANO-1-TIOL, VERDE BRILHANTE NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,13385: HEPTANO-1-TIOL                                                                                      ,Inativo,Não
1015,"PAPELÃO, PAPELAO NOME","93: MATERIAIS MANUFATURADOS, NÃO METÁLICOS                                                                                  ",9310: PAPÉIS E PAPELÕES                                                                                                       ,10406: PAPELÃO                                                                                             ,Ativo,Não
101508,"TIOFENO, VERDE BROMOCRESOL NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,13386: TIOFENO                                                                                             ,Inativo,Não
101516,"XILOSE, XILOL NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,13490: XILOSE                                                                                              ,Inativo,Não
101524,"XILENO, XILENO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,13489: XILENO                                                                                              ,Inativo,Não
101532,"ÁCIDO 3,5-DINITROBENZÓICO, TALCO NEUTRO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,"12488: ÁCIDO 3,5-DINITROBENZÓICO                                                                           ",Inativo,Não
10154,"DOBRADICA, DOBRADICA NOME",53: FERRAGENS E ABRASIVOS                                                                                                   ,5340: FERRAGENS DIVERSAS                                                                                                      ,13549: DOBRADICA                                                                                           ,Inativo,Não
101540,"BORATO DE SÓDIO, BORAX COMERCIAL NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,03804: BORATO DE SÓDIO                                                                                     ,Inativo,Não
101559,"DETERGENTE SANEANTE, DETERGENTE - USO HOSPITALAR / LABORATORI NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6840: PESTICIDAS E DESINFETANTES                                                                                              ,06137: DETERGENTE SANEANTE                                                                                 ,Inativo,Não
101567,"ÁCIDO CÍTRICO, ACIDO CITRICO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,01891: ÁCIDO CÍTRICO                                                                                       ,Inativo,Não
101575,"TOLIDINA ORTO, TOLIDINA ORTO NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,12802: TOLIDINA ORTO                                                                                       ,Inativo,Não
101583,"CITRATO DE SÓDIO, CITRATO DE SODIO - USO FARMACEUTICO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,05064: CITRATO DE SÓDIO                                                                                    ,Inativo,Não
101591,"FOSFATO DE SÓDIO, FOSFATO DE SODIO NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,07787: FOSFATO DE SÓDIO                                                                                    ,Inativo,Não
101605,"ÁCIDO PERCLÓRICO, ACIDO PERCLORICO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,02018: ÁCIDO PERCLÓRICO                                                                                    ,Inativo,Não
101613,"ÁCIDO LÁTICO, ACIDO LATICO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,01992: ÁCIDO LÁTICO                                                                                        ,Inativo,Não
10162,"FECHADURA, FECHADURA NOME",53: FERRAGENS E ABRASIVOS                                                                                                   ,5340: FERRAGENS DIVERSAS                                                                                                      ,00566: FECHADURA                                                                                           ,Ativo,Não
101621,"CLORETO DE ÉRBIO, HEXAPROPANO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,08208: CLORETO DE ÉRBIO                                                                                    ,Inativo,Não
101630,"NITROANILINA, ANILINA NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,02521: NITROANILINA                                                                                        ,Inativo,Não
101648,"1,4-DIOXANO, DIOXANO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,"06228: 1,4-DIOXANO                                                                                         ",Inativo,Não
101656,"ANISIDINA, FORMALDEIDO 1 NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,07731: ANISIDINA                                                                                           ,Inativo,Não
101664,"LACTOBACILLUS, LACTOBACILUS NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,08598: LACTOBACILLUS                                                                                       ,Inativo,Não
101672,"2,2,4-TRIMETILPENTANO (ISO-OCTANO), ISOOCTANE NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,"08503: 2,2,4-TRIMETILPENTANO (ISO-OCTANO)                                                                  ",Inativo,Não
101680,"ÁCIDO CAFÊICO, ACIDO ACETICO ( MEDICAMENTO ) NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,01859: ÁCIDO CAFÊICO                                                                                       ,Inativo,Não
101699,"PENTAERITRITOL, ANIDRO ACETICO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,02520: PENTAERITRITOL                                                                                      ,Inativo,Não
10170,"MOLA DE ARAME, MOLA ESPIRAL DE ARAME NOME",53: FERRAGENS E ABRASIVOS                                                                                                   ,5340: FERRAGENS DIVERSAS                                                                                                      ,09861: MOLA DE ARAME                                                                                       ,Inativo,Não
101702,"TRISSULFETO DE ANTIMÔNIO, TRICHOMONAS NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,12967: TRISSULFETO DE ANTIMÔNIO                                                                            ,Inativo,Não
101710,"STREPTOCOCUS ENRICHOMENT BROTH, STREPTOCOCUS ENRICHOMENT BROTH NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6550: SUBSTÂNCIAS PARA DIAGNÓSTICO IN VITRO,  REAGENTES,  CONJUNTOS E JOGOS PARA TESTE                                      ",12281: STREPTOCOCUS ENRICHOMENT BROTH                                                                      ,Inativo,Não
101729,"FLUDIOXONIL, ACIDO CROMICO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6840: PESTICIDAS E DESINFETANTES                                                                                              ,01900: FLUDIOXONIL                                                                                         ,Inativo,Não
101737,"METOXIACETOFENONA, ALARANJADO DE METILA NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,02210: METOXIACETOFENONA                                                                                   ,Inativo,Não
101745,"MOLIBDATO DE AMÔNIO, MOLIBDATO DE AMONIO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,09874: MOLIBDATO DE AMÔNIO                                                                                 ,Inativo,Não
101753,"1-NITROSO 2-NAFTOL, NITRATO DE SODIO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,10104: 1-NITROSO 2-NAFTOL                                                                                  ,Inativo,Não
101761,"TIOSSULFATO DE SÓDIO, TIOSSULFATO DE SODIO NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,12768: TIOSSULFATO DE SÓDIO                                                                                ,Inativo,Não
101770,"1-METIL-2-PIRROLIDONA, FOSFATO DE ALUMINIO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,07785: 1-METIL-2-PIRROLIDONA                                                                               ,Inativo,Não
101788,"CLORETO DE ZINCO, CLORETO DE ZINCO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,05123: CLORETO DE ZINCO                                                                                    ,Inativo,Não
101796,"BICARBONATO DE POTÁSSIO, BICARBONATO DE POTASSIO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,03521: BICARBONATO DE POTÁSSIO                                                                             ,Inativo,Não
101800,"OXICLORETO DE FÓSFORO, BIO AGAR NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,03559: OXICLORETO DE FÓSFORO                                                                               ,Inativo,Não
101818,"FERROCIANETO DE POTÁSSIO, FERRIC CLORIDE NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,07394: FERROCIANETO DE POTÁSSIO                                                                            ,Inativo,Não
101826,"SOLUÇÃO TAMPÃO, SOLUCAO TAMPAO NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6550: SUBSTÂNCIAS PARA DIAGNÓSTICO IN VITRO,  REAGENTES,  CONJUNTOS E JOGOS PARA TESTE                                      ",12254: SOLUÇÃO TAMPÃO                                                                                      ,Inativo,Não
101834,"CARTUCHO TINTA IMPRESSORA, TINTA PARA ELETROCARDIOGRAFO NOME","70: INFORMÁTICA - EQUIPAMENTOS,  PEÇAS, ACESSÓRIOS E SUPRIMENTOSDE TIC                                                      ",7045: ARTIGOS DIVERSOS PARA PROCESSAMENTO AUTOMÁTICO DE DADOS                                                                 ,12754: CARTUCHO TINTA IMPRESSORA                                                                           ,Inativo,Não
101842,"MALTOSE, MALTOSE NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,09056: MALTOSE                                                                                             ,Inativo,Não
101850,"PEGASPARGASE, AGAR PLATE COUNT NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,02150: PEGASPARGASE                                                                                        ,Inativo,Não
101869,"BETACAROTENO, AGAR MAC CONKEI NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,02149: BETACAROTENO                                                                                        ,Inativo,Não
101877,"ÁCIDO NICOTÍNICO, ACIDO NITRICO COMERCIAL NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,02010: ÁCIDO NICOTÍNICO                                                                                    ,Inativo,Não
101885,"CÂMARA NEWBAUER, CAMARA DE NEWBAUER NOME",66: INSTRUMENTOS E EQUIPAMENTOS DE LABORATÓRIO                                                                              ,6640: EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO                                                                                   ,04333: CÂMARA NEWBAUER                                                                                     ,Inativo,Não
10189,"MOLA ESPIRAL DE ARAME, MULTIAPLICACAO, MOLA ESPIRAL DE ARAME, MULTIAPLICACAO NOME",53: FERRAGENS E ABRASIVOS                                                                                                   ,5340: FERRAGENS DIVERSAS                                                                                                      ,"09862: MOLA ESPIRAL DE ARAME, MULTIAPLICACAO                                                               ",Ativo,Não
101893,"CÂMARA FUCH ROSENTHAL, LAMINULA PARA CAMARA DE NEWBAUER NOME",66: INSTRUMENTOS E EQUIPAMENTOS DE LABORATÓRIO                                                                              ,6640: EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO                                                                                   ,08638: CÂMARA FUCH ROSENTHAL                                                                               ,Inativo,Não
101907,"CONTROLADOR PIPETA, PIPETA PARA CONTAGEM NOME",66: INSTRUMENTOS E EQUIPAMENTOS DE LABORATÓRIO                                                                              ,6640: EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO                                                                                   ,10756: CONTROLADOR PIPETA                                                                                  ,Inativo,Não
101915,"TUBO PARA CENTRÍFUGA, TUBO CONICO PARA CENTRIFUGA NOME",66: INSTRUMENTOS E EQUIPAMENTOS DE LABORATÓRIO                                                                              ,6640: EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO                                                                                   ,13033: TUBO PARA CENTRÍFUGA                                                                                ,Inativo,Não
101923,"CÂMARA FOTOESTABILIZADA FARMACÊUTICA, CAMARA DE MAC MASTER NOME",66: INSTRUMENTOS E EQUIPAMENTOS DE LABORATÓRIO                                                                              ,6640: EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO                                                                                   ,04331: CÂMARA FOTOESTABILIZADA FARMACÊUTICA                                                                ,Inativo,Não
101931,"PINCA PARA CADINHO, PINCA PARA CADINHO NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6515: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS                                                         ",10727: PINCA PARA CADINHO                                                                                  ,Inativo,Não
101940,"PINCA DE HOFMAN, PINCA DE HOFMAN NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6515: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS                                                         ",10722: PINCA DE HOFMAN                                                                                     ,Inativo,Não
101958,"PINCA DE KELI RETA, PINCA DE KELI RETA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6515: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS                                                         ",10723: PINCA DE KELI RETA                                                                                  ,Inativo,Não
101966,"PINCA DE ROCHESTER, PINCA DE ROCHESTER NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6515: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS                                                         ",10724: PINCA DE ROCHESTER                                                                                  ,Inativo,Não
10197,"ESTICADOR, ESTICADOR NOME",53: FERRAGENS E ABRASIVOS                                                                                                   ,5340: FERRAGENS DIVERSAS                                                                                                      ,07131: ESTICADOR                                                                                           ,Ativo,Não
101974,"SONDA, SONDA DE FOLEY NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6515: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS                                                         ",01258: SONDA                                                                                               ,Inativo,Não
101982,"SONDA, SONDA CATETER OXIGENIO NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6515: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS                                                         ",01258: SONDA                                                                                               ,Inativo,Não
101990,"ENCOSTO CABEÇA CADEIRA ODONTOLÓGICA, ENCOSTO DE CABECA DE CADEIRA ODONTOLOGIC NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6520: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS                                                                      ",06551: ENCOSTO CABEÇA CADEIRA ODONTOLÓGICA                                                                 ,Inativo,Não
